Code,Time,Negative,Positive,Uncertainty,Litigious,StrongModal,Constraining,nearest_day_return,nearest_day
FISV_9352,2013/7/30,59,146,88,3,39,3,0.0011904827763531411,2013-07-30 00:00:00
FISV_9598,2017/8/1,51,155,56,6,28,7,0.00599225114755586,2017-08-01 00:00:00
FISV_9350,2013/2/5,85,188,81,8,45,11,0.008989902030529741,2013-02-05 00:00:00
FITB_9408,2016/1/21,123,193,146,6,90,7,-0.04839692142635521,2016-01-21 00:00:00
FITB_9040,2018/10/23,85,209,100,7,61,9,0.02442871787765144,2018-10-23 00:00:00
FITB_9407,2015/10/20,122,197,171,15,54,12,-0.009989512591208284,2015-10-20 00:00:00
FITB_9403,2014/10/16,85,152,115,12,53,18,-0.045209911519759616,2014-10-16 00:00:00
FITB_9043,2019/7/23,108,207,92,1,44,7,0.051401880692393716,2019-07-23 00:00:00
FITB_9041,2019/1/22,114,261,113,8,69,16,0.020740720960829014,2019-01-22 00:00:00
FITB_9300,2012/7/19,87,118,35,7,31,5,0.0021786297729771142,2012-07-19 00:00:00
FITB_9044,2019/10/22,166,228,104,1,81,14,0.00999281851258127,2019-10-22 00:00:00
FITB_9510,2016/10/20,122,214,127,8,61,8,0.024366471191321404,2016-10-20 00:00:00
FITB_9515,2018/1/23,78,182,81,12,44,13,0.004577287430159505,2018-01-23 00:00:00
FITB_9512,2017/4/26,113,202,107,4,47,19,-0.001599396847711709,2017-04-26 00:00:00
FITB_9513,2017/7/21,85,236,118,10,74,16,0.027069460190401132,2017-07-21 00:00:00
FITB_9039,2018/7/19,98,277,114,9,75,12,-0.0638227618976075,2018-07-19 00:00:00
FITB_9400,2014/1/23,107,174,77,22,61,8,-0.018248157716151847,2014-01-23 00:00:00
FITB_9299,2012/4/19,158,192,96,16,55,10,-0.030367253517616925,2012-04-19 00:00:00
FITB_9304,2013/7/18,93,147,82,11,49,12,-0.0021063195713959537,2013-07-18 00:00:00
FITB_9406,2015/7/21,105,241,112,8,82,15,0.011278184369081234,2015-07-21 00:00:00
FITB_9509,2016/7/28,108,194,119,11,59,15,0.014477236637335134,2016-07-28 00:00:00
FITB_9302,2013/1/17,124,212,124,19,52,6,0.04758847046403214,2013-01-17 00:00:00
FITB_9402,2014/7/17,108,158,73,19,65,15,-0.05893264943745157,2014-07-17 00:00:00
FITB_9303,2013/4/18,101,180,61,11,35,6,0.007594929374080017,2013-04-18 00:00:00
FITB_9618,2013/10/17,112,142,60,20,45,3,0.03097824492616752,2013-10-17 00:00:00
FITB_9409,2016/4/21,105,139,90,1,40,13,0.007612903841414775,2016-04-21 00:00:00
FITB_9405,2015/4/21,105,172,93,6,65,15,0.022116907917646426,2015-04-21 00:00:00
FITB_9301,2012/10/18,125,148,69,6,39,5,-0.0006609536553996431,2012-10-18 00:00:00
FITB_9045,2020/1/22,84,210,83,2,57,6,0.011026867325172995,2020-01-22 00:00:00
FITB_9514,2017/10/24,103,218,84,6,63,15,0.0059796016345099465,2017-10-24 00:00:00
FITB_9516,2018/4/24,111,174,99,17,34,11,0.041340422242659665,2018-04-24 00:00:00
FL_9479,2016/11/18,62,218,83,7,47,6,0.006026633698271722,2016-11-18 00:00:00
FL_9486,2018/8/24,65,203,58,8,52,5,-0.09172934207013728,2018-08-24 00:00:00
FL_9482,2017/8/18,104,183,75,5,52,15,-0.2792452721546538,2017-08-18 00:00:00
FL_9491,2019/11/22,61,242,56,2,53,2,-0.02918473495398166,2019-11-22 00:00:00
FL_9378,2014/5/23,78,264,68,4,71,3,0.015569857349164716,2014-05-23 00:00:00
FL_9481,2017/5/19,103,212,66,3,54,4,-0.1665010111520202,2017-05-19 00:00:00
FL_9374,2013/5/24,105,219,108,5,67,5,-0.049887857737452634,2013-05-24 00:00:00
FL_9488,2019/3/1,75,251,61,1,65,10,0.05964380392738211,2019-03-01 00:00:00
FL_9478,2016/8/19,74,245,75,5,57,7,0.11040852018319948,2016-08-19 00:00:00
FL_9369,2012/3/2,61,221,68,3,47,4,-0.01863147479269533,2012-03-02 00:00:00
FL_9477,2016/5/20,101,270,75,7,62,1,-0.06456018494538662,2016-05-20 00:00:00
FL_9475,2015/11/20,76,238,66,16,33,3,0.056720265447881335,2015-11-20 00:00:00
FL_9484,2018/3/2,105,153,94,9,70,7,-0.12728857926392811,2018-03-02 00:00:00
FL_9485,2018/5/25,92,217,67,5,57,4,0.2015521106237552,2018-05-25 00:00:00
FL_9379,2014/8/22,69,230,86,6,37,5,0.029484482519659405,2014-08-22 00:00:00
FL_9480,2017/2/24,75,180,61,5,52,8,0.0937591153907511,2017-02-24 00:00:00
FL_9483,2017/11/17,105,190,56,3,72,5,0.2816326281293617,2017-11-17 00:00:00
FL_9474,2015/8/21,59,229,50,3,36,2,-0.0376464658628215,2015-08-21 00:00:00
FL_9373,2013/3/8,102,245,101,7,53,14,-0.071367894640464,2013-03-08 00:00:00
FL_9371,2012/8/17,68,254,92,1,70,4,0.017396301679384774,2012-08-17 00:00:00
FL_9376,2013/11/22,80,212,80,7,27,3,0.04107731787751323,2013-11-22 00:00:00
FL_9473,2015/5/22,76,236,74,4,38,3,-0.008437514305114746,2015-05-22 00:00:00
FL_9372,2012/11/16,87,217,72,3,66,4,0.044583989302559024,2012-11-16 00:00:00
FL_9380,2014/11/21,75,302,80,4,57,5,-0.04298246952525353,2014-11-21 00:00:00
FL_9377,2014/3/7,63,241,81,1,55,5,0.08799443427360454,2014-03-07 00:00:00
FL_9370,2012/5/18,68,270,98,5,75,3,0.08282755001308463,2012-05-18 00:00:00
FL_9489,2019/5/24,72,195,62,7,26,11,-0.1595684272761171,2019-05-24 00:00:00
FLIR_9335,2013/2/7,84,93,83,18,56,4,0.09923987969527537,2013-02-07 00:00:00
FLIR_9346,2015/10/28,83,147,51,11,34,6,-0.036666658189561614,2015-10-28 00:00:00
FLIR_9604,2017/10/25,83,185,70,10,54,7,0.059681066989036184,2017-10-25 00:00:00
FLIR_9337,2013/7/25,73,180,90,13,42,4,0.0969405183923091,2013-07-25 00:00:00
FLIR_9343,2015/2/6,80,118,79,15,42,8,0.06823905772656746,2015-02-06 00:00:00
FLIR_9334,2012/10/25,99,112,81,11,45,9,0.03149608427818018,2012-10-25 00:00:00
FLIR_9567,2019/7/24,66,112,42,7,18,8,-0.04862888135852317,2019-07-24 00:00:00
FLIR_9465,2016/4/26,75,113,48,12,34,5,-0.07694572063368965,2016-04-26 00:00:00
FLIR_9231,2012/4/27,97,109,72,8,42,2,-0.027636037664944716,2012-04-27 00:00:00
FLIR_9607,2017/2/14,68,161,70,7,53,6,-0.06181318422199356,2017-02-14 00:00:00
FLIR_9606,2017/4/26,59,115,60,3,32,5,-0.02026121982247364,2017-04-26 00:00:00
FLIR_9566,2019/4/24,47,151,39,3,16,5,0.05468897452354704,2019-04-24 00:00:00
FLIR_9564,2018/10/30,73,148,54,10,24,6,-0.12922616174330226,2018-10-30 00:00:00
FLIR_9561,2018/2/14,74,179,89,11,43,14,0.017838635691419302,2018-02-14 00:00:00
FLIR_9466,2016/7/27,76,139,50,5,42,5,-0.009163195979770666,2016-07-27 00:00:00
FLIR_9341,2014/7/24,78,160,76,8,48,4,0.014365225886886268,2014-07-24 00:00:00
FLIR_9608,2016/10/26,54,116,50,7,32,5,0.10078314290911504,2016-10-26 00:00:00
FLIR_9565,2019/2/13,72,169,60,13,41,11,0.016522426240495047,2019-02-13 00:00:00
FLIR_9562,2018/4/25,71,158,53,12,23,6,0.02173488578391458,2018-04-25 00:00:00
FLIR_9563,2018/7/25,55,165,59,6,28,13,0.11791643432872355,2018-07-25 00:00:00
FLIR_9340,2014/4/25,114,152,77,10,60,9,-0.057542335807228014,2014-04-25 00:00:00
FLIR_9605,2017/7/26,84,111,54,6,27,6,-0.010572456429034037,2017-07-26 00:00:00
FLIR_9345,2015/7/24,74,117,60,5,34,11,0.030130552167516145,2015-07-24 00:00:00
FLIR_9342,2014/10/24,88,132,92,10,39,4,0.06409831504660501,2014-10-24 00:00:00
FLIR_9336,2013/4/26,92,140,100,7,45,9,-0.029026946486002462,2013-04-26 00:00:00
FLIR_9338,2013/10/24,99,130,75,7,44,6,-0.004169591256788285,2013-10-24 00:00:00
FLIR_9230,2012/2/10,91,123,74,13,44,6,-0.03263403885226224,2012-02-10 00:00:00
FLIR_9344,2015/4/24,81,119,64,8,31,6,-0.012293728975816154,2015-04-24 00:00:00
FLR_9313,2014/10/30,98,133,81,26,47,8,0.013581556634022274,2014-10-30 00:00:00
FLR_9546,2018/11/1,58,89,73,10,28,4,0.022115850597461902,2018-11-01 00:00:00
FLR_9310,2014/2/18,70,133,85,15,50,8,0.005773805636309914,2014-02-18 00:00:00
FLR_9451,2017/8/4,114,132,72,12,38,3,-0.08663928828500045,2017-08-04 00:00:00
FLR_9308,2013/8/1,67,147,79,18,44,6,0.03964193554661777,2013-08-01 00:00:00
FLR_9312,2014/7/31,59,160,88,23,53,3,-0.028917885693899192,2014-07-31 00:00:00
FLR_9450,2017/5/4,81,130,86,24,39,6,-0.01804774553088917,2017-05-04 00:00:00
FLR_9550,2019/10/31,81,105,81,10,40,18,-0.16830150168495586,2019-10-31 00:00:00
FLR_9180,2012/2/22,80,205,96,18,48,13,-0.020924588541751055,2012-02-22 00:00:00
FLR_9111,2012/8/2,60,121,77,15,63,6,-0.0067918526420435174,2012-08-02 00:00:00
FLR_9547,2019/2/21,52,131,68,13,42,7,0.003182995476295192,2019-02-21 00:00:00
FLR_9181,2012/5/3,80,153,82,26,50,5,-0.02163003945660336,2012-05-03 00:00:00
FLR_9549,2019/8/1,118,121,114,33,60,22,-0.04921558156652761,2019-08-01 00:00:00
FLR_9548,2019/5/2,61,85,54,7,37,6,-0.2408685017876947,2019-05-02 00:00:00
FLR_9112,2012/11/1,89,104,91,30,43,7,0.032408261821702755,2012-11-01 00:00:00
FLR_9445,2016/2/19,93,135,95,10,31,7,-0.02324576060352024,2016-02-19 00:00:00
FLR_9307,2013/5/2,56,109,70,14,44,11,0.023152256486785427,2013-05-02 00:00:00
FLR_9113,2013/2/20,84,130,91,21,35,10,-0.029269802008690227,2013-02-20 00:00:00
FLR_9311,2014/5/1,72,110,80,15,31,7,-0.0021135540180303725,2014-05-01 00:00:00
FLR_9444,2015/10/29,101,126,88,21,36,3,-0.01418894464892184,2015-10-29 00:00:00
FLR_9103,2018/2/21,64,95,75,10,39,5,-0.010510003458465977,2018-02-21 00:00:00
FLR_9309,2013/10/31,74,165,77,8,47,11,-0.02354954433916712,2013-10-31 00:00:00
FLR_9452,2017/11/2,56,87,53,17,27,4,0.011834330314420828,2017-11-02 00:00:00
FLR_9551,2020/2/18,109,107,92,21,42,7,,
FLR_9545,2018/8/2,105,109,79,13,33,8,0.011939726140726359,2018-08-02 00:00:00
FLR_9107,2015/7/30,102,134,87,8,34,5,0.010121098281561823,2015-07-30 00:00:00
FLR_9544,2018/5/3,81,133,77,9,37,6,0.004256043460271863,2018-05-03 00:00:00
FLR_9449,2017/2/17,95,145,84,22,37,4,-0.01775457692285476,2017-02-17 00:00:00
FLR_9314,2015/2/18,102,149,81,7,40,4,0.02640264835541295,2015-02-18 00:00:00
FLS_9461,2017/5/2,82,176,81,2,41,6,0.006445109466057586,2017-05-02 00:00:00
FLS_9324,2012/10/30,75,182,93,5,40,8,0.03482778097198813,2012-10-31 00:00:00
FLS_9322,2012/5/1,71,223,67,9,35,16,-0.012529353302789814,2012-05-01 00:00:00
FLS_9333,2015/2/18,83,246,111,8,58,21,0.03222554733028815,2015-02-18 00:00:00
FLS_9463,2017/11/2,121,189,75,1,51,12,-0.11025237789869068,2017-11-02 00:00:00
FLS_9453,2015/5/1,115,221,89,3,75,15,-0.03212023394203378,2015-05-01 00:00:00
FLS_9559,2019/10/31,82,162,61,2,32,2,-0.01353258314803685,2019-10-31 00:00:00
FLS_9457,2016/4/29,114,168,79,4,51,6,0.041391134747530416,2016-04-29 00:00:00
FLS_9454,2015/7/31,116,223,98,5,66,14,-0.0012751872383983676,2015-07-31 00:00:00
FLS_9460,2017/2/17,108,178,101,4,52,10,-0.048022089656720064,2017-02-17 00:00:00
FLS_9555,2018/11/8,100,229,83,8,46,11,0.07833160436615573,2018-11-08 00:00:00
FLS_9553,2018/5/11,108,191,89,12,45,14,-0.09085217610229256,2018-05-11 00:00:00
FLS_9323,2012/7/31,96,245,95,10,68,8,0.03609672254243068,2012-07-31 00:00:00
FLS_9552,2018/2/16,118,195,81,6,47,10,0.027525083615016044,2018-02-16 00:00:00
FLS_9459,2016/10/29,119,171,107,5,62,16,0.003316735197465004,2016-10-31 00:00:00
FLS_9557,2019/5/3,78,244,90,15,51,13,0.0933557295732632,2019-05-03 00:00:00
FLS_9558,2019/8/1,83,164,67,4,30,7,-0.09234457414771292,2019-08-01 00:00:00
FLS_9330,2014/4/24,71,212,71,2,42,18,-0.053372562594873114,2014-04-24 00:00:00
FLS_9321,2012/2/23,74,197,63,8,52,8,0.02292218901512899,2012-02-23 00:00:00
FLS_9328,2013/10/25,45,243,66,3,42,18,0.12175144649363,2013-10-25 00:00:00
FLS_9456,2016/2/19,126,156,98,3,58,8,-0.04078799707978964,2016-02-19 00:00:00
FLS_9458,2016/7/30,139,164,78,4,50,11,-0.03949842110591939,2016-08-01 00:00:00
FLS_9329,2014/2/19,62,259,72,3,43,24,0.056633452595134415,2014-02-19 00:00:00
FLS_9556,2019/2/21,98,249,94,4,42,8,-0.0291099348617474,2019-02-21 00:00:00
FLS_9331,2014/7/24,72,241,65,6,48,18,0.05858730658902856,2014-07-24 00:00:00
FLS_9554,2018/8/9,80,198,65,7,34,10,0.06401042036086557,2018-08-09 00:00:00
FLS_9327,2013/7/25,65,210,90,6,35,12,0.02372884655055052,2013-07-25 00:00:00
FLS_9325,2013/2/22,79,246,83,5,39,14,0.034969501881317644,2013-02-22 00:00:00
FLS_9326,2013/4/25,67,217,90,2,44,12,0.008384496273931674,2013-04-25 00:00:00
FMC_9287,2015/8/6,98,145,100,2,76,1,0.011752561220211843,2015-08-06 00:00:00
FMC_9388,2017/11/7,58,130,81,4,71,6,0.02803423243787795,2017-11-07 00:00:00
FMC_9283,2014/5/7,89,144,80,11,75,3,-0.03565785542890765,2014-05-07 00:00:00
FMC_9275,2012/2/9,59,136,80,17,65,9,-0.024185075741276263,2012-02-09 00:00:00
FMC_9386,2017/5/3,66,139,93,5,80,8,-0.03348246093211072,2017-05-03 00:00:00
FMC_9385,2017/2/7,59,107,91,8,65,15,-0.059996714471159625,2017-02-07 00:00:00
FMC_9277,2012/8/1,110,160,84,4,52,18,-0.033455171003593964,2012-08-01 00:00:00
FMC_9499,2019/10/30,68,163,77,3,59,4,0.07136965371841097,2019-10-30 00:00:00
FMC_9288,2015/10/29,92,138,77,1,111,6,0.0599679033301761,2015-10-29 00:00:00
FMC_9281,2013/10/29,98,97,58,3,74,7,-0.003672487156285764,2013-10-29 00:00:00
FMC_9282,2014/2/6,84,140,101,9,60,8,0.029788492663610944,2014-02-06 00:00:00
FMC_9384,2016/11/3,78,146,104,11,73,3,0.10501196733753293,2016-11-03 00:00:00
FMC_9285,2014/10/30,92,110,73,7,64,7,0.011310185090227742,2014-10-30 00:00:00
FMC_9278,2013/2/7,83,123,97,2,65,2,-0.03362974701367594,2013-02-07 00:00:00
FMC_9493,2018/5/3,46,142,65,24,86,15,0.042065920774380317,2018-05-03 00:00:00
FMC_9279,2013/5/1,79,164,83,5,92,7,-0.038385460618426286,2013-05-01 00:00:00
FMC_9500,2020/2/6,66,105,71,6,52,7,,
FMC_9280,2013/7/30,59,158,75,1,95,3,0.030198193980201408,2013-07-30 00:00:00
FMC_9284,2014/7/31,69,150,64,5,53,3,-0.02685760554882,2014-07-31 00:00:00
FMC_9498,2019/7/31,53,109,51,20,70,14,0.01910371531707056,2019-07-31 00:00:00
FMC_9494,2018/8/2,73,113,83,16,59,8,-0.0195989736960277,2018-08-02 00:00:00
FMC_9495,2018/11/6,52,101,56,3,69,10,0.03901101537251628,2018-11-06 00:00:00
FMC_9383,2016/8/3,103,152,95,2,67,8,0.03322613249156636,2016-08-03 00:00:00
FMC_9276,2012/5/1,80,167,83,12,73,9,-0.008510610507160954,2012-05-01 00:00:00
FMC_9382,2016/5/3,72,144,76,9,64,14,0.08482343848391173,2016-05-03 00:00:00
FMC_9492,2018/2/13,54,89,89,10,97,16,-0.039427387191616425,2018-02-13 00:00:00
FMC_9387,2017/8/2,76,114,92,12,72,11,0.0840336000658699,2017-08-02 00:00:00
FOX_20886,2015/5/6,82,158,83,2,74,5,,
FOX_20887,2015/8/6,90,238,65,13,60,16,,
FOXA_21246,2016/8/4,66,159,63,11,56,3,0.0,2019-03-12 00:00:00
FOXA_21249,2017/5/10,53,101,40,7,18,6,0.0,2019-03-12 00:00:00
FOXA_21243,2015/11/4,96,185,55,7,37,6,,
FOXA_21242,2015/2/5,111,161,96,2,80,5,,
FOXA_21245,2016/5/4,78,167,67,10,48,5,,
FOXA_21248,2017/2/6,58,142,44,4,35,7,0.0,2019-03-12 00:00:00
FOXA_21244,2016/2/8,71,152,63,5,30,7,,
FOXA_21241,2014/11/9,81,146,74,7,67,2,,
FOXA_21251,2018/5/12,37,78,30,9,27,2,0.0,2019-03-12 00:00:00
FOXA_21238,2014/2/10,78,165,69,9,66,4,,
FOXA_21162,2013/8/6,39,79,46,2,38,4,,
FOXA_21239,2014/5/7,68,131,82,6,74,5,,
FOXA_21240,2014/8/6,61,170,63,5,74,8,,
FOXA_21252,2018/8/9,30,89,29,8,37,0,0.0,2019-03-12 00:00:00
FOXA_21253,2019/8/7,42,105,36,17,34,8,0.016186560774719583,2019-08-07 00:00:00
FOXA_21237,2013/11/5,59,93,76,2,38,4,,
FOXA_21247,2016/11/2,40,97,34,7,28,1,0.0,2019-03-12 00:00:00
FRT_9059,2017/11/4,109,115,99,12,69,5,0.002844505509609352,2017-11-06 00:00:00
FRT_8992,2013/5/2,96,133,86,8,58,11,0.0076006641223929075,2013-05-02 00:00:00
FRT_8986,2012/5/8,57,108,86,1,60,3,-0.0012741081542024801,2012-05-08 00:00:00
FRT_8996,2014/5/9,75,149,92,8,62,7,-0.007354210729404786,2014-05-09 00:00:00
FRT_9060,2018/2/14,85,138,76,9,58,3,0.005078882167096843,2018-02-14 00:00:00
FRT_8990,2013/2/13,91,169,81,5,63,3,0.0021110909901433943,2013-02-13 00:00:00
FRT_9005,2016/8/5,88,131,90,5,87,6,-0.006345196270651554,2016-08-05 00:00:00
FRT_8997,2014/8/8,55,134,90,8,42,8,0.0023060351138144424,2014-08-08 00:00:00
FRT_9067,2019/10/31,126,162,95,10,60,8,-0.036483486976954686,2019-10-31 00:00:00
FRT_8987,2012/8/2,72,161,75,4,68,9,-0.007318889176014087,2012-08-02 00:00:00
FRT_9006,2016/11/6,115,117,85,4,78,7,0.0254628824782992,2016-11-07 00:00:00
FRT_9009,2017/8/3,109,131,84,5,57,7,0.0010538948622997868,2017-08-03 00:00:00
FRT_9062,2018/8/3,96,168,85,4,65,8,0.01729609877293492,2018-08-03 00:00:00
FRT_9002,2015/11/5,87,109,82,5,64,8,0.021346963761584625,2015-11-05 00:00:00
FRT_9065,2019/5/3,97,140,85,11,67,7,-0.008427098626925145,2019-05-03 00:00:00
FRT_9061,2018/5/3,106,113,120,5,44,9,0.01618769737641146,2018-05-03 00:00:00
FRT_8994,2013/11/1,90,145,120,12,56,12,0.0439189490229035,2013-11-01 00:00:00
FRT_9000,2015/5/8,72,123,65,7,76,3,0.00022387148729019482,2015-05-08 00:00:00
FRT_9063,2018/11/1,101,157,114,11,61,8,0.001934686480171921,2018-11-01 00:00:00
FRT_9068,2020/2/11,152,126,94,6,80,5,,
FRT_9008,2017/5/4,100,115,69,5,54,7,-0.006802790132373171,2017-05-04 00:00:00
FRT_9066,2019/8/7,91,105,79,13,46,6,0.002951604845500944,2019-08-07 00:00:00
FRT_8998,2014/10/31,39,108,61,3,39,8,0.00541617769243885,2014-10-31 00:00:00
FRT_9003,2016/2/10,103,198,118,8,65,12,-0.00047698659249739706,2016-02-10 00:00:00
FRT_9004,2016/5/5,73,129,66,3,48,4,0.0016581282001002506,2016-05-05 00:00:00
FRT_8989,2012/11/2,73,111,72,12,39,2,-0.009999997147889905,2012-11-02 00:00:00
FRT_8993,2013/8/2,94,131,77,5,53,8,-0.013396209140993487,2013-08-02 00:00:00
FRT_8999,2015/2/11,82,155,96,7,88,6,-0.0009130408687338943,2015-02-11 00:00:00
FTV_9360,2017/4/27,56,187,98,3,43,5,0.001124493089545764,2017-04-27 00:00:00
FTV_9359,2017/2/7,84,207,129,4,58,5,-0.0030460845629710627,2017-02-07 00:00:00
FTV_9592,2019/10/24,133,177,103,11,27,5,-0.011473517330348735,2019-10-24 00:00:00
FTV_9363,2018/2/9,68,206,74,2,60,9,0.047873844197477984,2018-02-09 00:00:00
FTV_9597,2018/7/26,60,199,89,9,48,14,0.027584465884451737,2018-07-26 00:00:00
FTV_9593,2019/7/25,114,182,110,6,38,4,-0.005471087516622286,2019-07-25 00:00:00
FTV_9591,2020/2/6,105,188,87,6,30,11,,
FTV_9595,2019/2/7,87,196,139,5,43,7,-0.007071364921640622,2019-02-07 00:00:00
FTV_9362,2017/10/27,79,267,106,4,66,7,0.008574891016068786,2017-10-27 00:00:00
FTV_9594,2019/4/26,87,200,110,8,52,6,-0.029160468525988636,2019-04-26 00:00:00
GD_10341,2018/7/25,54,105,64,18,38,7,0.034053351706440534,2018-07-25 00:00:00
GD_10003,2013/1/23,105,90,89,18,28,21,0.010465250648433731,2013-01-23 00:00:00
GD_10152,2015/10/28,60,107,54,5,14,2,0.01603776941172019,2015-10-28 00:00:00
GD_10272,2019/1/30,76,118,78,20,36,3,-0.028920433738014895,2019-01-30 00:00:00
GD_10273,2019/4/24,74,120,60,18,25,4,-0.008992704027845133,2019-04-24 00:00:00
GD_10002,2012/10/24,99,119,100,24,60,8,0.02386349271865829,2012-10-24 00:00:00
GD_10001,2012/7/25,87,129,97,21,46,5,-0.022082042463476115,2012-07-25 00:00:00
GD_10006,2013/10/23,115,107,85,8,33,3,-0.02189201707128885,2013-10-23 00:00:00
GD_10345,2017/7/26,77,100,67,11,28,6,-0.04372172334067037,2017-07-26 00:00:00
GD_10000,2012/4/25,121,134,91,23,47,8,-0.03568370092946627,2012-04-25 00:00:00
GD_10344,2017/10/25,58,143,76,10,42,12,-0.0227744331825418,2017-10-25 00:00:00
GD_10347,2017/1/27,72,88,69,18,25,7,0.044218816711480535,2017-01-27 00:00:00
GD_10005,2013/7/24,80,113,77,12,51,1,0.015232640698457756,2013-07-24 00:00:00
GD_10146,2014/4/23,74,118,76,5,35,8,0.032765650550995014,2014-04-23 00:00:00
GD_10154,2016/4/27,58,134,64,11,25,3,0.03532545353120886,2016-04-27 00:00:00
GD_10148,2014/10/22,67,121,73,12,47,4,0.019533442415591074,2014-10-22 00:00:00
GD_10147,2014/7/23,91,117,106,9,38,5,0.018388867558476685,2014-07-23 00:00:00
GD_10271,2018/10/24,64,107,60,22,22,4,-0.07728359257968542,2018-10-24 00:00:00
GD_10153,2016/1/27,65,108,70,4,38,3,0.012717873932428292,2016-01-27 00:00:00
GD_9999,2012/1/25,106,142,76,11,50,12,0.003224044978138441,2012-01-25 00:00:00
GD_10274,2019/7/24,62,105,54,6,21,2,0.00897993309664713,2019-07-24 00:00:00
GD_10150,2015/4/29,62,106,62,10,20,3,0.037833407352409136,2015-04-29 00:00:00
GD_10276,2020/1/29,61,111,59,14,37,3,-0.00087133724257904,2020-01-29 00:00:00
GD_10004,2013/4/24,76,89,76,5,22,5,0.06900156465127473,2013-04-24 00:00:00
GD_10275,2019/10/23,64,127,32,21,32,3,-0.03513457389739394,2019-10-23 00:00:00
GD_10156,2016/10/26,61,104,58,17,29,5,-0.0095025688645497,2016-10-26 00:00:00
GD_10145,2014/1/22,114,123,104,17,23,15,0.04564531306214748,2014-01-22 00:00:00
GD_10155,2016/7/27,53,114,81,7,16,7,0.014670337392312938,2016-07-27 00:00:00
GE_9652,2014/7/18,82,179,65,11,58,10,-0.0056369442064181366,2014-07-18 00:00:00
GE_9711,2014/1/17,141,214,67,9,52,12,-0.022794167624211714,2014-01-17 00:00:00
GE_9704,2012/4/20,100,283,82,5,36,9,0.011494244534826505,2012-04-20 00:00:00
GE_9666,2012/1/20,115,207,83,19,39,12,0.0,2012-01-20 00:00:00
GE_10348,2020/1/29,104,201,83,15,70,10,0.10315431247802807,2020-01-29 00:00:00
GE_10144,2018/7/20,102,154,39,6,46,7,-0.04442824718526472,2018-07-20 00:00:00
GE_9709,2013/7/19,98,213,50,12,45,11,0.046127791916140026,2013-07-19 00:00:00
GE_10143,2018/4/20,97,180,51,21,89,6,0.039313767443364116,2018-04-20 00:00:00
GE_9725,2015/4/17,102,160,69,8,51,3,-0.001099729081551648,2015-04-17 00:00:00
GE_9706,2012/10/19,84,197,61,5,38,11,-0.034195529420829374,2012-10-19 00:00:00
GE_9749,2016/7/22,100,176,55,10,23,5,-0.01626264328683069,2016-07-22 00:00:00
GE_10350,2019/7/31,103,188,74,11,41,17,-0.006654053750242528,2019-07-31 00:00:00
GE_9746,2015/10/16,101,168,56,9,42,9,0.033892263369418314,2015-10-16 00:00:00
GE_9707,2013/1/18,93,261,72,15,42,12,0.03474177538051948,2013-01-18 00:00:00
GE_9723,2014/10/17,96,227,69,7,37,13,0.02350514131510173,2014-10-17 00:00:00
GE_10270,2019/1/31,141,213,80,38,70,20,0.11648352486746648,2019-01-31 00:00:00
GE_9826,2017/1/20,98,166,39,5,36,4,-0.0217878448152089,2017-01-20 00:00:00
GE_9825,2016/10/21,107,148,22,3,38,3,-0.0030959699507153715,2016-10-21 00:00:00
GE_10351,2019/4/30,102,201,101,23,52,11,0.04522102309950249,2019-04-30 00:00:00
GE_10142,2018/1/24,135,229,60,25,91,21,-0.02664299684343629,2018-01-24 00:00:00
GE_10349,2019/10/30,113,202,71,13,36,13,0.11466372622333187,2019-10-30 00:00:00
GE_9708,2013/4/19,137,165,70,11,47,15,-0.040582247667448,2013-04-19 00:00:00
GE_9988,2017/4/21,119,148,34,37,31,7,-0.023785951145119392,2017-04-21 00:00:00
GE_9710,2013/10/18,87,234,40,6,60,11,0.035251208068827644,2013-10-18 00:00:00
GE_9748,2016/4/22,103,182,42,16,42,2,-0.007101350753018988,2016-04-22 00:00:00
GE_9705,2012/7/20,92,221,96,28,55,15,0.0035353920404037615,2012-07-20 00:00:00
GE_9724,2015/1/23,109,199,59,9,58,22,0.008237263919566695,2015-01-23 00:00:00
GE_9712,2014/4/17,92,195,48,3,19,18,0.016845317270790302,2014-04-17 00:00:00
GE_9726,2015/7/17,102,166,34,8,28,6,0.007396477919358491,2015-07-17 00:00:00
GILD_10106,2017/5/2,85,121,84,11,64,12,0.007047360493873001,2017-05-02 00:00:00
GILD_9733,2012/10/23,80,68,92,5,69,11,-0.022145128835974748,2012-10-23 00:00:00
GILD_10111,2018/7/25,102,183,84,3,63,10,0.016355397528783566,2018-07-25 00:00:00
GILD_10246,2019/2/4,126,167,109,9,64,13,0.0,2019-02-04 00:00:00
GILD_9734,2013/2/4,109,101,87,10,63,14,-0.023915216663229155,2013-02-04 00:00:00
GILD_10245,2018/10/25,92,159,72,5,46,11,0.008969277917822538,2018-10-25 00:00:00
GILD_9739,2014/4/22,76,72,89,10,36,9,0.01759779557377894,2014-04-22 00:00:00
GILD_9715,2012/7/27,112,79,103,20,54,11,0.07391640232714236,2012-07-27 00:00:00
GILD_10361,2019/10/24,89,150,78,7,67,7,-0.008711351984135307,2019-10-24 00:00:00
GILD_9953,2016/7/25,99,130,96,13,47,15,0.023108029225648696,2016-07-25 00:00:00
GILD_10362,2019/7/30,85,171,73,8,49,8,-0.011492653265447015,2019-07-30 00:00:00
