Code,Time,d_Negative,d_Positive,d_Uncertainty,d_Litigious,d_StrongModal,d_Constraining,d_Pos_26,d_Neg_26,qa_Negative,qa_Positive,qa_Uncertainty,qa_Litigious,qa_StrongModal,qa_Constraining,qa_Pos_26,qa_Neg_26,nearest_day_return,nearest_day
LUV_19476,2012/4/19,25,66,22,3,23,1,396,144,105,123,77,8,66,7,540,468,0.043092481812953,2012-04-19 00:00:00
LUV_19679,2020/1/23,59,114,36,7,43,7,696,210,116,91,77,9,55,6,294,492,0.035901308901961304,2020-01-23 00:00:00
LUV_19627,2018/1/25,15,68,18,0,23,1,504,114,73,121,81,9,47,11,510,546,-0.03247067171662854,2018-01-25 00:00:00
LUV_19370,2013/7/25,16,52,28,3,11,0,324,36,113,113,79,4,39,1,414,444,0.003633734731334881,2013-07-25 00:00:00
LUV_19369,2013/4/25,17,57,36,6,16,0,354,78,103,126,75,8,61,6,504,528,0.0,2013-04-25 00:00:00
LUV_19551,2014/4/24,14,63,24,2,24,4,420,48,64,68,69,4,38,5,402,372,0.007890387651976916,2014-04-24 00:00:00
LUV_19633,2019/7/25,62,130,35,7,35,10,720,198,101,60,65,3,48,9,294,516,0.0034721970480713353,2019-07-25 00:00:00
LUV_19632,2019/4/27,69,140,41,0,30,6,762,186,87,109,67,14,38,10,276,480,0.016043833449653544,2019-04-29 00:00:00
LUV_19360,2017/4/27,18,60,21,8,16,4,348,90,86,90,55,14,25,18,396,360,-0.020899168517906963,2017-04-27 00:00:00
LUV_19631,2019/1/24,55,125,29,1,33,5,636,120,81,133,62,6,50,11,324,378,0.06252447271829786,2019-01-24 00:00:00
LUV_19628,2018/4/26,43,86,22,1,26,2,546,108,107,138,80,2,56,19,540,564,-0.00984585873984456,2018-04-26 00:00:00
LUV_19680,2019/10/24,47,128,45,7,50,7,738,222,97,94,67,3,45,12,396,540,0.05728773743247517,2019-10-24 00:00:00
LUV_19558,2016/1/21,16,66,22,6,22,5,570,102,60,75,39,4,41,3,156,372,0.005089078036186079,2016-01-21 00:00:00
LUV_19357,2016/7/21,20,47,19,3,7,2,588,96,121,85,56,6,29,5,510,450,-0.11206279374894268,2016-07-21 00:00:00
LUV_19475,2012/1/19,20,71,30,5,33,0,582,174,71,83,41,5,20,8,300,282,0.031042097423641613,2012-01-19 00:00:00
LUV_19554,2015/1/22,18,59,21,4,18,2,546,126,71,99,66,10,25,9,348,462,0.08415004754920075,2015-01-22 00:00:00
LUV_19550,2014/1/23,17,67,9,4,11,3,318,78,95,114,103,26,35,11,558,462,-0.024345460519110684,2014-01-23 00:00:00
LUV_19361,2017/7/28,19,45,15,4,16,4,390,54,76,95,57,4,38,4,426,390,-0.00017674247104726426,2017-07-28 00:00:00
LUV_19368,2013/1/24,17,68,19,3,19,2,492,102,65,107,48,4,41,4,420,420,0.007922548882736136,2013-01-24 00:00:00
LUV_19630,2018/10/25,40,124,20,0,29,3,540,180,78,97,61,7,45,7,534,450,-0.08572999252783331,2018-10-25 00:00:00
LUV_19557,2015/10/23,8,58,24,9,11,7,546,96,63,100,74,17,94,9,528,390,0.0260888762116942,2015-10-23 00:00:00
LUV_19366,2012/7/19,14,64,31,6,20,2,348,102,79,69,56,11,37,8,312,366,-0.028662468744893758,2012-07-19 00:00:00
LUV_19556,2015/7/23,20,62,43,15,35,2,702,150,93,122,63,17,35,4,348,486,0.038724392133077316,2015-07-23 00:00:00
LUV_19356,2016/4/21,11,59,17,3,20,3,564,96,96,133,82,13,48,12,510,498,0.014452716603662763,2016-04-21 00:00:00
LUV_19371,2013/10/24,17,52,19,2,15,1,336,78,76,126,79,19,37,13,366,378,0.037172493359149066,2013-10-24 00:00:00
LYB_14328,2013/2/1,43,70,40,4,10,5,330,96,52,95,37,3,42,8,306,228,-0.03232417685663646,2013-02-01 00:00:00
LYB_14327,2012/10/26,43,48,53,4,11,4,390,72,65,114,65,8,36,2,312,228,0.006554278354308218,2012-10-26 00:00:00
LYB_13793,2015/10/23,38,49,55,2,10,2,300,78,79,87,53,5,30,2,270,354,-0.0037032955899904962,2015-10-23 00:00:00
LYB_13505,2018/8/3,19,85,49,7,20,3,516,96,57,75,34,3,16,1,294,306,0.03392643370297477,2018-08-03 00:00:00
LYB_13515,2013/7/26,39,68,38,1,12,2,252,90,55,114,58,5,29,7,288,228,-0.009551822141499744,2013-07-26 00:00:00
LYB_13788,2014/4/29,38,44,41,5,13,1,294,24,52,63,49,9,21,5,126,258,0.002534751623852749,2014-04-29 00:00:00
LYB_14324,2012/2/10,98,68,52,0,21,1,414,174,77,81,44,9,29,7,120,228,0.003813327993784199,2012-02-10 00:00:00
LYB_13963,2020/1/31,38,78,35,5,21,4,672,162,72,78,61,2,13,5,156,198,-0.06698617785879224,2020-01-31 00:00:00
LYB_13863,2017/10/27,44,59,37,0,9,1,318,156,58,62,71,4,15,2,216,222,-0.021930269160176485,2017-10-27 00:00:00
LYB_13961,2019/8/2,38,94,41,3,30,3,522,150,61,62,39,4,21,3,192,168,-0.06565221026345991,2019-08-02 00:00:00
LYB_14016,2015/2/3,43,105,70,4,29,7,480,120,64,98,67,7,45,5,300,330,0.05975611616925504,2015-02-03 00:00:00
LYB_13789,2014/7/25,28,35,39,2,6,1,216,60,48,112,64,4,30,5,288,216,0.04950204828612748,2014-07-25 00:00:00
LYB_13959,2019/2/1,60,117,65,5,32,2,690,156,78,77,62,7,50,3,252,252,0.02207655676665965,2019-02-01 00:00:00
LYB_13962,2019/11/1,33,80,31,8,29,6,492,186,77,69,45,1,25,9,228,210,0.043478279359688836,2019-11-01 00:00:00
LYB_14325,2012/4/30,36,68,46,0,12,0,318,36,75,82,82,6,30,6,234,318,-0.08637657560637457,2012-04-30 00:00:00
LYB_13791,2015/4/24,52,55,58,2,13,2,300,108,88,92,87,3,40,6,252,336,0.033411931397222316,2015-04-24 00:00:00
LYB_13960,2019/4/26,39,98,31,1,21,3,498,114,60,63,50,1,20,1,246,306,-0.007331395206750856,2019-04-26 00:00:00
LYB_13862,2017/7/28,16,66,33,0,13,3,294,54,71,95,59,4,25,5,276,222,0.03883047102452375,2017-07-28 00:00:00
LYB_13865,2018/4/27,12,71,43,3,12,2,456,54,77,73,89,1,24,4,186,228,0.0016903024583214687,2018-04-27 00:00:00
LYB_13786,2013/10/29,43,54,52,4,14,3,282,66,49,64,57,5,25,4,240,258,0.0006621033101426033,2013-10-29 00:00:00
LYB_13864,2018/2/3,45,147,70,5,30,12,642,114,55,67,65,7,31,7,246,192,-0.030311148982618108,2018-02-05 00:00:00
LYB_13509,2016/11/1,50,32,52,1,12,2,282,138,82,89,82,6,23,2,318,228,-0.016844800953851657,2016-11-01 00:00:00
LYB_14329,2013/4/26,41,42,38,3,11,0,192,72,72,82,71,9,30,8,288,336,-0.012803657300411551,2013-04-26 00:00:00
LYB_13787,2014/1/31,37,78,59,1,17,4,372,84,50,93,43,5,15,3,402,264,0.008967519850500594,2014-01-31 00:00:00
LYB_13795,2016/4/22,24,73,49,0,11,1,348,90,58,44,58,4,22,3,234,276,-0.005403081706615298,2016-04-22 00:00:00
LYB_14326,2012/7/27,58,67,63,9,23,1,312,72,75,122,53,4,35,5,198,288,0.0882639770409328,2012-07-27 00:00:00
LYB_13861,2017/4/28,15,74,44,3,12,2,270,84,64,70,51,2,12,6,174,276,-0.030427774976318545,2017-04-28 00:00:00
LYB_13794,2016/2/2,43,72,62,0,14,3,516,138,59,75,47,5,36,1,282,318,-0.026537256333434508,2016-02-02 00:00:00
LYB_13974,2018/10/30,34,79,56,3,18,3,480,168,63,80,80,9,33,5,246,294,0.004183185521176913,2018-10-30 00:00:00
M_14018,2013/5/15,7,32,17,2,3,1,138,24,64,102,53,3,30,0,306,264,0.02489977464387838,2013-05-15 00:00:00
M_13771,2013/8/14,21,46,22,2,8,1,210,48,63,116,87,3,22,7,276,336,-0.04474223028753221,2013-08-14 00:00:00
M_13943,2018/2/27,29,124,43,5,39,13,528,60,55,161,47,2,26,4,744,246,0.03460833621809667,2018-02-27 00:00:00
M_13770,2013/2/26,22,83,37,1,12,10,348,60,39,76,46,1,25,4,318,162,0.02777776952514444,2013-02-26 00:00:00
M_14002,2016/2/23,60,72,56,3,29,2,438,174,79,94,45,0,24,4,384,288,0.030443252756759742,2016-02-23 00:00:00
M_13854,2014/5/14,12,37,20,2,8,2,150,24,78,167,86,3,33,2,438,342,-0.00017286171346519996,2014-05-14 00:00:00
M_13950,2019/11/21,19,76,21,1,22,3,498,48,71,166,53,1,26,6,1002,492,-0.023302288335738,2019-11-21 00:00:00
M_13946,2018/11/14,12,86,15,4,24,3,570,36,52,116,32,1,46,4,546,264,-0.07180775716910459,2018-11-14 00:00:00
M_14003,2015/11/11,48,105,54,4,40,10,348,150,109,136,80,1,66,5,540,396,-0.13994048845161666,2015-11-11 00:00:00
M_14001,2016/5/11,33,49,27,9,18,5,228,72,95,99,56,0,26,4,384,276,-0.15166267269909262,2016-05-11 00:00:00
M_13940,2017/2/21,51,94,77,7,42,5,378,132,79,140,82,2,37,12,438,348,-0.00030954556561513247,2017-02-21 00:00:00
M_13772,2013/11/13,9,53,18,2,7,2,186,24,57,104,49,2,28,0,342,276,0.0938916102352778,2013-11-13 00:00:00
M_13977,2017/11/9,29,66,19,4,16,4,324,36,70,140,24,1,22,3,450,228,0.10984634824691096,2017-11-09 00:00:00
M_13951,2020/2/25,29,94,32,1,40,10,756,84,95,134,67,3,35,6,888,378,,
M_13858,2015/5/13,36,55,29,2,17,3,330,18,69,85,43,1,35,2,156,186,-0.024491079809794147,2015-05-13 00:00:00
M_14335,2016/8/11,47,101,30,9,28,11,342,90,83,134,66,6,70,7,360,282,0.17088239333208866,2016-08-11 00:00:00
M_13766,2012/2/21,11,39,37,1,12,3,258,6,44,69,43,1,37,1,324,168,0.01213789315059266,2012-02-21 00:00:00
M_13855,2014/8/13,8,54,25,2,11,2,234,18,47,109,25,1,25,2,348,264,-0.055053500556150436,2014-08-13 00:00:00
M_13945,2018/8/15,20,134,29,5,24,6,624,42,47,135,31,2,35,0,828,336,-0.15949302289858247,2018-08-15 00:00:00
M_14000,2016/11/10,29,100,43,8,33,6,282,54,64,128,50,0,20,1,240,288,0.05601869857600872,2016-11-10 00:00:00
M_13773,2014/2/25,29,69,37,1,17,7,366,72,55,181,66,1,44,3,516,330,0.06012059073022846,2014-02-25 00:00:00
M_13949,2019/8/14,46,115,28,1,31,6,654,96,80,141,56,1,45,7,684,318,-0.13223147172434555,2019-08-14 00:00:00
M_13857,2015/2/24,24,57,29,2,16,5,462,36,43,91,71,2,49,1,570,240,-0.03210731094775243,2015-02-24 00:00:00
M_13767,2012/5/9,8,57,23,3,6,4,204,54,57,93,55,3,32,3,366,222,-0.03695264860785752,2012-05-09 00:00:00
M_13944,2018/5/16,12,78,29,3,21,9,390,30,45,124,43,3,42,2,546,222,0.10825251689720973,2018-05-16 00:00:00
M_13941,2017/5/12,36,78,27,6,25,2,354,96,71,177,70,0,35,5,696,294,-0.030390133861406543,2017-05-12 00:00:00
M_13942,2017/8/10,29,67,48,7,16,8,234,48,76,149,77,0,35,6,606,390,-0.10247505601335327,2017-08-10 00:00:00
M_13859,2015/8/12,23,66,25,4,24,4,306,60,90,118,54,1,34,4,402,324,-0.05064413195271378,2015-08-12 00:00:00
MA_13519,2016/4/28,44,56,24,7,14,5,624,78,58,70,41,10,23,5,576,342,-0.012197570458871931,2016-04-28 00:00:00
MA_13631,2014/7/31,26,46,37,9,23,9,696,48,42,52,39,6,20,2,552,276,-0.023185378096734044,2014-07-31 00:00:00
MA_13595,2013/10/31,22,47,24,16,12,3,648,60,56,70,39,9,20,8,516,270,-0.011823416652009144,2013-10-31 00:00:00
MA_13594,2013/7/31,22,48,33,16,24,7,588,60,60,92,80,15,42,3,810,372,0.01528054536053336,2013-07-31 00:00:00
MA_13820,2018/7/26,17,51,12,2,17,0,684,36,63,87,50,7,26,5,462,228,-0.031705306447579296,2018-07-26 00:00:00
MA_13512,2017/7/27,25,71,15,6,16,2,576,66,46,114,35,5,24,5,462,144,-0.01572648851816649,2017-07-27 00:00:00
MA_13632,2015/1/30,29,50,29,13,38,7,768,96,41,64,60,8,19,3,462,276,0.007987239466902274,2015-01-30 00:00:00
MA_13900,2019/10/29,15,57,13,5,22,2,654,48,76,74,40,3,33,4,420,120,-0.005943479050450118,2019-10-29 00:00:00
MA_13818,2018/2/1,22,59,22,1,39,4,876,96,43,74,47,3,42,3,414,258,0.02325439453125,2018-02-01 00:00:00
MA_13507,2018/10/30,20,60,15,3,30,4,606,36,62,95,35,3,25,6,612,276,-0.01732620223471304,2018-10-30 00:00:00
MA_13898,2019/4/30,23,61,20,1,28,2,540,54,48,65,52,9,31,8,336,264,0.028770284748398163,2019-04-30 00:00:00
MA_13590,2012/8/1,27,58,29,15,23,4,606,96,62,90,67,23,34,5,360,288,-0.02146277212276615,2012-08-01 00:00:00
MA_13525,2014/1/31,37,50,33,21,22,4,720,78,84,74,52,13,28,9,498,240,-0.05115348196814273,2014-01-31 00:00:00
MA_13719,2017/5/2,19,61,18,3,20,3,630,42,57,75,50,8,29,4,366,240,0.015038239741310022,2017-05-02 00:00:00
MA_14033,2016/10/28,24,46,21,18,22,3,534,84,50,73,51,6,30,5,642,270,0.03185331177955697,2016-10-28 00:00:00
MA_13819,2018/5/2,15,73,14,3,31,2,834,42,41,66,40,4,21,6,480,198,0.03090156629247565,2018-05-02 00:00:00
MA_13513,2017/10/31,21,55,17,1,17,3,570,48,61,76,36,23,25,2,372,312,-0.0012084100669286224,2017-10-31 00:00:00
MA_13899,2019/7/30,12,40,13,4,24,1,570,66,51,91,55,23,26,5,666,234,-0.01165434462352144,2019-07-30 00:00:00
MA_13589,2012/2/2,25,43,25,11,17,3,690,84,56,67,55,22,27,4,558,288,0.06697053823262666,2012-02-02 00:00:00
MA_13901,2020/1/29,28,64,23,4,16,2,792,60,71,51,44,1,38,5,552,312,0.00015617545278256986,2020-01-29 00:00:00
MA_13518,2016/1/29,30,56,27,7,12,4,648,78,50,60,35,4,32,3,624,264,0.06712211978469429,2016-01-29 00:00:00
MA_14043,2014/10/30,20,52,25,14,24,3,660,60,62,58,43,9,35,7,450,234,0.09395972615302096,2014-10-30 00:00:00
MA_13634,2015/7/29,18,47,31,5,24,3,786,108,55,66,47,25,34,11,282,174,0.01649852495171089,2015-07-29 00:00:00
MA_13717,2016/7/28,27,47,20,30,24,4,600,54,61,85,45,8,20,7,360,294,0.024106689453125,2016-07-28 00:00:00
MA_14070,2014/5/1,27,52,31,23,36,7,672,54,91,68,75,30,38,14,462,288,0.009109424080836924,2014-05-01 00:00:00
MA_13592,2013/1/31,0,0,0,0,0,0,0,0,81,130,81,21,55,9,930,456,0.004651195456665924,2013-01-31 00:00:00
MA_14046,2012/5/2,20,54,29,3,13,1,612,42,67,87,53,17,36,9,462,294,-0.009760905754218507,2012-05-02 00:00:00
MA_13718,2017/1/31,23,54,23,13,16,3,582,36,60,82,56,7,26,7,522,198,-0.027172928982414742,2017-01-31 00:00:00
MA_13635,2015/10/29,26,33,28,3,19,4,588,84,71,76,57,12,28,3,522,342,0.004995504229134529,2015-10-29 00:00:00
MAA_14992,2017/10/27,18,98,26,2,18,8,438,78,49,126,66,4,34,4,426,336,0.008323323514785264,2017-10-27 00:00:00
MAA_15040,2019/1/31,13,64,21,3,18,1,390,78,71,116,116,7,45,10,684,390,-0.0273696201795256,2019-01-31 00:00:00
MAA_15041,2018/8/5,9,84,14,2,15,3,414,54,40,55,28,5,9,3,222,180,-0.005105514490493901,2018-08-06 00:00:00
MAA_15080,2016/7/31,7,54,19,1,15,1,318,42,72,105,53,5,29,6,462,420,-0.002829611694605716,2016-08-01 00:00:00
MAA_14859,2013/2/7,7,29,15,3,5,2,252,24,46,88,74,5,18,3,390,372,0.00015289111144034528,2013-02-07 00:00:00
MAA_14871,2016/2/4,7,51,13,2,10,2,312,54,52,64,55,3,32,5,450,240,-0.052341342093564565,2016-02-04 00:00:00
MAA_14873,2016/10/28,15,65,18,1,12,1,264,36,38,79,45,4,27,7,222,198,0.004111970475482174,2016-10-28 00:00:00
MAA_14866,2014/11/1,12,54,8,5,7,2,252,54,44,82,31,5,30,3,378,300,0.018114898286981877,2014-11-03 00:00:00
MAA_14860,2013/5/3,5,30,19,3,12,4,228,12,46,55,41,4,13,2,186,180,0.01497091182571619,2013-05-03 00:00:00
MAA_14989,2017/2/2,16,66,15,2,18,3,372,78,70,112,92,3,55,3,660,456,0.04137347977518902,2017-02-02 00:00:00
MAA_14867,2015/2/5,7,61,18,4,7,0,426,42,82,113,64,4,42,6,408,504,-0.015116900698081803,2015-02-05 00:00:00
MAA_14870,2015/10/29,6,65,12,6,7,1,396,60,56,133,72,3,36,3,456,276,0.02637749026380165,2015-10-29 00:00:00
MAA_14864,2014/5/2,7,29,10,2,9,1,162,6,53,93,60,3,54,3,276,306,0.009489518386126994,2014-05-02 00:00:00
MAA_14868,2015/4/30,6,67,13,3,13,1,252,36,71,118,70,3,31,3,378,384,-0.01452910431148968,2015-04-30 00:00:00
MAA_15163,2018/2/1,14,76,14,4,15,7,402,42,102,146,88,9,42,5,582,402,-0.037957456666968266,2018-02-01 00:00:00
MAA_14861,2013/8/1,14,35,27,11,24,4,276,12,34,42,61,4,18,2,306,174,-0.019245048009275845,2013-08-01 00:00:00
MAA_14872,2016/5/7,12,63,20,0,10,2,270,54,46,107,70,3,25,2,366,330,0.00519097734787155,2016-05-09 00:00:00
MAA_15036,2020/1/30,5,66,13,1,19,4,330,60,48,84,75,5,34,3,546,240,0.006662788474955717,2020-01-30 00:00:00
MAA_14990,2017/4/27,12,80,19,4,18,5,312,60,68,154,77,8,52,12,408,372,-0.029702970297029733,2017-04-27 00:00:00
MAA_14869,2015/7/30,8,76,16,1,9,3,426,30,47,148,75,3,34,7,432,348,0.037303644204191855,2015-07-30 00:00:00
MAA_14865,2014/8/2,12,56,15,5,10,2,228,24,49,102,66,1,35,4,366,366,0.015580388529865985,2014-08-04 00:00:00
MAA_14862,2013/11/7,15,41,13,3,14,0,348,6,66,79,80,6,38,9,702,378,-0.0273334110609752,2013-11-07 00:00:00
MAA_14991,2017/7/27,10,76,11,4,8,2,222,54,48,112,66,4,35,3,426,264,0.006455435014668165,2017-07-27 00:00:00
MAA_15038,2019/8/2,8,63,11,0,12,1,420,54,58,82,68,2,44,7,354,384,0.0070399079771406034,2019-08-02 00:00:00
MAA_14863,2014/2/6,9,41,14,2,7,4,234,12,39,51,37,2,27,7,330,318,0.010500313198651856,2014-02-06 00:00:00
MAC_13953,2015/10/28,30,35,15,3,22,3,222,66,71,39,45,3,19,10,168,234,0.00528475560984476,2015-10-28 00:00:00
MAC_13967,2018/8/3,21,37,11,3,16,1,156,90,59,49,56,6,40,1,150,354,0.010688032368610269,2018-08-03 00:00:00
MAC_13985,2014/10/29,13,24,15,5,21,1,252,54,57,108,61,7,40,10,228,330,-0.008967352502968873,2014-10-29 00:00:00
MAC_13975,2016/5/4,30,41,25,1,19,3,216,114,44,78,50,4,23,1,318,252,0.013251872507338058,2016-05-04 00:00:00
MAC_13976,2016/2/5,19,52,30,1,13,1,258,66,53,59,39,0,40,4,180,222,-0.032052965968263014,2016-02-05 00:00:00
MAC_13989,2013/10/29,34,71,23,5,23,5,360,96,28,80,55,12,23,6,252,210,-0.009137007018139465,2013-10-29 00:00:00
MAC_13986,2014/7/24,11,31,13,2,20,1,114,60,58,94,63,3,18,3,198,258,-0.021666394307142345,2014-07-24 00:00:00
MAC_13973,2020/2/6,35,46,37,6,25,3,264,102,69,35,58,8,19,2,228,312,,
MAC_13969,2019/2/7,39,46,36,2,17,5,264,108,105,30,82,2,37,8,240,516,-0.04546461219949904,2019-02-07 00:00:00
MAC_13988,2014/2/5,14,83,19,2,18,4,228,72,60,96,76,5,33,7,306,324,0.015365643994954326,2014-02-05 00:00:00
MAC_13991,2013/5/2,15,65,33,8,20,2,318,60,41,86,47,4,29,1,204,216,0.0036342491157543844,2013-05-02 00:00:00
MAC_13984,2015/2/5,16,53,21,2,16,1,204,42,98,94,82,6,39,7,228,498,0.013396915084528782,2015-02-05 00:00:00
MAC_13995,2012/5/2,18,40,14,2,11,7,150,42,48,88,54,14,32,13,294,246,0.004839477801865444,2012-05-02 00:00:00
MAC_13956,2017/2/7,32,39,29,5,10,2,180,150,54,71,52,2,23,4,156,324,-0.02376122094194844,2017-02-07 00:00:00
MAC_14402,2015/4/30,16,54,22,6,21,2,252,96,41,94,70,4,53,2,240,234,0.0004894874563121653,2015-04-30 00:00:00
MAC_13971,2019/8/1,17,56,20,2,23,1,210,90,82,44,59,3,25,8,288,402,-0.02390320525761092,2019-08-01 00:00:00
MAC_13958,2017/8/6,32,32,23,6,12,3,132,108,67,78,50,2,43,6,186,270,0.02140209731206566,2017-08-07 00:00:00
MAC_13955,2016/10/29,52,51,27,3,17,1,186,84,85,91,59,5,36,3,252,270,0.002265590859419575,2016-10-31 00:00:00
MAC_13987,2014/4/30,21,34,10,3,14,1,168,72,45,90,59,11,39,1,324,300,0.008389014952403741,2014-04-30 00:00:00
MAC_13957,2017/4/28,54,46,27,2,14,1,180,174,67,72,54,4,49,2,156,318,-0.004464978207378123,2017-04-28 00:00:00
MAC_13970,2019/5/4,41,42,26,3,24,5,180,108,73,38,58,3,16,8,300,354,0.012912504052317695,2019-05-06 00:00:00
MAC_13990,2013/8/6,14,31,24,7,12,3,222,42,63,79,56,4,24,3,318,294,0.02012433841183636,2013-08-06 00:00:00
MAC_13993,2012/10/31,25,73,46,10,34,8,288,96,61,115,58,3,38,4,240,324,-0.001051548753013165,2012-10-31 00:00:00
MAC_13954,2016/8/1,33,55,19,4,17,2,246,144,36,83,57,2,18,0,324,276,0.00582703143107155,2016-08-01 00:00:00
MAC_13964,2017/10/31,27,44,17,3,23,0,126,72,52,89,65,6,35,2,252,336,-0.01974869432228543,2017-10-31 00:00:00
MAC_13952,2015/7/23,18,37,15,3,19,1,186,54,55,80,75,9,46,5,282,294,-0.01605175228180622,2015-07-23 00:00:00
MAC_13994,2012/8/1,17,52,22,3,29,1,114,24,31,86,60,6,32,1,132,246,-0.004108914211500947,2012-08-01 00:00:00
MAC_13966,2018/5/4,30,29,13,4,8,1,120,108,22,36,39,3,17,0,84,198,0.015662648387459788,2018-05-04 00:00:00
MAC_13965,2018/2/6,32,42,24,4,13,1,138,132,69,79,47,3,30,4,234,276,-0.0013393272554916846,2018-02-06 00:00:00
MAR_14333,2016/2/18,37,50,47,10,29,6,558,114,77,113,79,1,35,6,444,246,-0.026094748887313224,2016-02-18 00:00:00
MAR_13843,2014/10/29,15,64,35,2,12,1,492,138,96,77,130,2,42,2,384,336,0.028908991233883574,2014-10-29 00:00:00
MAR_13757,2014/4/30,22,68,36,3,12,7,360,84,66,78,68,5,26,2,402,216,0.023136725503421163,2014-04-30 00:00:00
MAR_13925,2017/8/7,27,67,29,7,24,4,402,60,59,118,92,2,28,6,348,306,0.0109503100613062,2017-08-07 00:00:00
MAR_13755,2014/2/20,15,60,33,6,15,5,492,90,71,78,59,13,47,4,312,264,0.004850601388419529,2014-02-20 00:00:00
MAR_14030,2013/10/31,23,91,41,8,16,4,438,132,87,72,71,7,35,4,438,186,0.019909526084286755,2013-10-31 00:00:00
MAR_13924,2017/2/16,34,78,39,9,28,4,516,54,95,128,108,9,35,6,402,384,-0.0002235260817242679,2017-02-16 00:00:00
MAR_13851,2015/10/29,18,55,37,1,25,4,462,150,109,99,111,7,20,3,510,252,0.001170554922611533,2015-10-29 00:00:00
MAR_13932,2019/8/6,32,51,38,1,22,4,504,78,94,129,106,4,33,5,606,312,-0.014193577541084856,2019-08-06 00:00:00
MAR_13759,2014/7/30,24,79,35,4,18,4,396,54,66,58,72,4,20,7,420,390,-0.004262426075362535,2014-07-30 00:00:00
MAR_13847,2015/4/30,26,82,39,8,20,13,564,102,79,83,83,7,38,5,360,246,-0.04554667425451942,2015-04-30 00:00:00
MAR_13926,2017/11/8,39,71,44,7,32,3,510,162,84,124,71,2,32,4,498,288,-0.007527471563481214,2017-11-08 00:00:00
MAR_13930,2019/3/1,57,63,37,2,30,6,402,114,79,105,84,6,40,8,510,390,-0.0065458586796378615,2019-03-01 00:00:00
MAR_13929,2018/11/6,40,69,44,5,28,7,462,144,91,156,131,10,43,8,456,330,-0.05079546932313905,2018-11-06 00:00:00
MAR_13751,2013/5/2,25,53,27,2,18,0,402,72,90,86,112,8,35,15,546,294,0.008474590730483067,2013-05-02 00:00:00
MAR_13923,2016/11/8,43,81,43,9,26,7,534,114,99,145,96,4,39,6,666,336,0.027004194235589862,2016-11-08 00:00:00
MAR_13979,2018/5/9,30,90,55,4,23,5,558,138,60,122,63,9,46,10,678,294,-0.010121338646326028,2018-05-09 00:00:00
MAR_13753,2013/8/1,37,54,37,5,16,4,270,132,107,89,92,21,36,8,318,300,0.000240609485299359,2013-08-01 00:00:00
MAR_13931,2019/5/10,34,57,56,2,35,8,402,126,80,113,78,6,46,3,504,318,-0.027755181759467784,2019-05-10 00:00:00
MAR_13848,2015/7/30,39,81,50,8,27,10,582,138,57,79,63,2,29,8,468,216,-0.05662338455002025,2015-07-30 00:00:00
MAR_13922,2016/7/28,28,48,39,3,24,7,366,30,101,132,116,2,45,6,528,390,0.01403455983726265,2016-07-28 00:00:00
MAR_13933,2019/11/5,32,69,41,1,31,10,564,126,102,130,86,7,53,5,540,372,0.027120456975866517,2019-11-05 00:00:00
MAR_13980,2017/5/9,32,87,36,3,20,5,390,132,67,138,84,8,46,4,456,282,0.06360897663910657,2017-05-09 00:00:00
MAR_13506,2016/5/1,36,66,38,6,31,5,360,114,89,87,68,10,36,7,594,216,-0.0007133032526105421,2016-05-02 00:00:00
MAR_13660,2013/2/20,35,69,41,2,25,4,432,102,86,53,91,3,37,3,390,222,-0.027185906455368114,2013-02-20 00:00:00
MAR_13655,2012/7/12,21,47,23,1,12,3,306,96,90,62,71,4,36,5,288,342,-0.06442274590805241,2012-07-12 00:00:00
MAR_13927,2018/2/15,35,82,36,9,47,5,606,108,79,158,103,11,59,7,654,414,-0.02719644765654572,2018-02-15 00:00:00
MAR_13657,2012/10/4,26,72,34,5,18,5,444,156,76,68,75,4,27,6,372,276,-0.0015384967510516654,2012-10-04 00:00:00
MAS_13832,2017/2/9,23,115,34,0,22,2,732,36,53,127,66,2,26,6,648,186,-0.021604010726761325,2017-02-09 00:00:00
MAS_13909,2019/4/25,26,50,28,0,14,4,408,66,86,121,95,0,16,4,444,276,-0.062265605750338675,2019-04-25 00:00:00
MAS_13903,2017/10/24,25,90,33,0,23,5,534,24,66,96,43,1,41,4,480,258,0.017950665912413566,2017-10-24 00:00:00
MAS_13823,2014/7/29,26,89,26,0,27,3,564,66,78,121,61,1,35,7,486,348,0.07104090209744672,2014-07-29 00:00:00
MAS_13821,2014/2/11,25,128,30,0,19,5,642,42,50,82,62,0,22,4,576,258,0.03456226199453516,2014-02-11 00:00:00
MAS_13907,2018/10/30,35,56,38,0,15,1,624,48,80,109,68,1,17,3,372,276,0.07468120874620432,2018-10-30 00:00:00
MAS_13732,2012/10/30,50,100,35,1,14,1,318,126,54,74,65,4,29,1,216,258,0.03356158187336366,2012-10-31 00:00:00
MAS_13829,2016/4/26,19,93,28,0,19,5,516,54,34,138,55,1,28,5,576,222,-0.02047151738213337,2016-04-26 00:00:00
MAS_14012,2016/2/9,18,99,21,0,15,3,516,36,55,143,59,0,18,17,702,228,0.08226770590341492,2016-02-09 00:00:00
MAS_13734,2013/7/30,26,104,18,1,9,7,486,48,62,131,69,5,19,2,360,210,0.053698005457414766,2013-07-30 00:00:00
MAS_13906,2018/7/31,23,71,33,0,16,1,726,42,54,88,62,3,10,5,492,204,0.02178871506850788,2018-07-31 00:00:00
