Code,Time,Negative,Positive,Uncertainty,Litigious,StrongModal,Constraining
GRMN_10173,2016/4/27,54,84,42,5,25,2
GRMN_10029,2014/7/30,91,141,63,9,53,13
GRMN_10028,2014/4/30,59,127,61,8,24,8
GRMN_10174,2016/7/27,46,73,67,1,33,3
GRMN_10026,2013/10/30,65,93,59,8,30,1
GRMN_10286,2017/11/1,61,89,70,4,16,8
GRMN_10292,2019/5/1,35,83,42,4,28,10
GRMN_10176,2017/2/22,50,101,77,1,33,3
GRMN_10289,2018/8/1,32,100,53,0,24,4
GRMN_10178,2017/8/2,60,111,77,3,36,7
GRMN_10177,2017/5/3,42,107,40,0,23,5
GRMN_10019,2012/2/22,73,168,34,8,67,1
GRMN_10024,2013/5/1,83,137,47,12,31,7
GRMN_10027,2014/2/19,61,152,67,7,50,7
GRMN_10288,2018/5/2,46,84,49,2,25,4
GRMN_10025,2013/7/31,66,101,83,9,43,7
GRMN_10022,2012/10/31,70,109,66,2,37,2
GS_9930,2012/10/16,74,80,103,11,52,9
GS_9933,2013/7/16,117,113,139,16,59,18
GS_10364,2019/10/15,135,214,108,8,60,8
GS_10088,2017/1/18,140,178,150,25,52,22
GS_10370,2018/4/17,116,217,148,11,67,19
GS_10371,2018/1/17,133,164,126,19,48,24
GS_10086,2016/7/19,128,119,115,20,34,19
GS_9932,2013/4/16,142,167,126,24,56,13
GS_10081,2015/4/16,109,147,82,25,53,27
GS_10083,2015/10/15,165,141,141,15,53,13
GS_9929,2012/7/17,111,108,97,8,31,11
GS_10369,2018/7/17,89,194,81,6,57,13
GS_10079,2014/10/16,131,157,107,33,79,19
GS_10084,2016/1/20,157,104,136,30,28,9
GS_10087,2016/10/18,117,161,99,9,30,13
GS_9934,2013/10/17,148,118,143,29,64,11
GS_10085,2016/4/19,165,159,112,16,36,23
GS_10078,2014/7/15,134,180,134,22,56,36
GS_10090,2017/7/18,144,158,124,18,18,16
GS_10367,2019/1/16,143,189,100,29,78,16
GS_9931,2013/1/16,162,170,151,21,49,16
GS_10372,2017/10/17,111,156,105,18,36,21
GS_10080,2015/1/16,196,225,206,43,87,32
GS_10082,2015/7/16,127,129,97,48,30,16
GS_9927,2012/1/18,139,111,110,7,48,9
GS_10089,2017/4/18,113,133,115,23,31,6
GS_10366,2019/4/15,104,169,92,13,94,8
GS_10365,2019/7/16,120,175,108,11,78,6
GT_10071,2016/4/27,74,211,53,1,56,12
GT_9775,2012/4/27,102,194,75,4,38,6
GT_10223,2018/4/25,101,215,75,3,48,12
GT_9912,2012/10/26,145,204,85,12,44,7
GT_10074,2017/2/8,96,180,99,12,62,11
GT_10222,2018/2/8,80,197,71,2,61,11
GT_9917,2014/2/13,85,181,77,8,50,21
GT_9774,2012/2/14,105,209,81,7,56,10
GT_10229,2019/10/25,147,265,78,6,49,10
GT_10226,2019/2/8,147,224,87,11,64,20
GT_9918,2014/4/29,84,219,73,2,51,11
GT_9913,2013/2/12,143,237,77,0,49,18
GT_9920,2014/10/29,97,194,83,1,66,9
GT_10073,2016/10/28,113,157,77,5,56,12
GT_9919,2014/7/30,81,181,63,0,37,12
GT_10225,2018/10/26,138,194,59,5,50,15
GT_10077,2017/10/27,108,161,90,1,35,9
GT_10076,2017/7/28,125,144,93,2,67,5
GT_10227,2019/4/26,112,239,69,7,50,15
GT_10075,2017/4/28,72,109,47,1,28,15
GT_9915,2013/7/30,62,236,60,7,42,9
GT_9916,2013/10/29,76,221,62,1,40,9
GT_10070,2016/2/9,116,219,80,4,49,10
GT_9922,2015/4/29,87,184,77,4,42,10
GT_10373,2020/2/11,168,203,71,9,50,13
GT_10069,2015/10/29,92,213,69,3,49,9
GT_10068,2015/7/29,109,209,98,3,58,5
GT_10072,2016/7/27,67,171,72,1,25,10
GT_9921,2015/2/17,96,217,104,4,80,19
GWW_9908,2013/10/16,32,21,13,4,13,0
GWW_10378,2018/4/19,91,159,70,14,41,3
GWW_10059,2015/10/16,51,17,5,3,3,0
GWW_10379,2018/1/24,120,202,94,7,54,5
GWW_9903,2012/7/18,22,48,14,3,4,0
GWW_10377,2018/7/18,97,125,66,20,22,3
GWW_10063,2016/10/18,29,31,15,2,6,0
GWW_9907,2013/7/17,22,30,13,1,9,2
GWW_10219,2019/7/24,111,177,71,5,42,6
GWW_10057,2015/4/16,40,21,16,4,14,1
GWW_10064,2017/1/25,102,140,100,6,42,2
GWW_10067,2017/10/17,88,105,55,13,26,2
GWW_10061,2016/4/18,45,23,14,0,8,0
GWW_10376,2018/10/16,125,169,88,14,39,14
GWW_9904,2012/10/16,23,34,12,10,7,0
GWW_10375,2019/1/24,97,199,84,14,41,5
GWW_10221,2020/1/30,115,247,70,9,74,6
GWW_10374,2019/4/22,89,130,59,6,29,3
GWW_10065,2017/4/18,126,172,76,19,60,9
GWW_9905,2013/1/24,56,31,7,3,4,3
GWW_9910,2014/4/16,29,22,15,3,9,1
GWW_9902,2012/5/9,10,39,14,2,4,0
GWW_10220,2019/10/23,73,150,46,5,43,3
GWW_9906,2013/4/16,28,20,14,3,10,2
GWW_9909,2014/1/24,49,21,16,3,4,0
GWW_10058,2015/7/17,38,29,19,3,13,2
HAL_11089,2013/1/25,70,164,103,28,72,7
HAL_10916,2014/4/21,88,137,99,21,69,10
HAL_10922,2015/10/19,132,143,92,10,71,18
HAL_11091,2012/7/23,85,155,82,29,55,11
HAL_11086,2013/10/21,84,173,85,40,64,6
HAL_10785,2014/1/21,81,176,100,35,75,6
HAL_11063,2018/7/23,70,213,80,11,83,17
HAL_11064,2018/10/22,63,208,75,4,79,13
HAL_11093,2012/1/23,73,162,87,10,68,8
HAL_10921,2015/7/20,142,150,83,11,65,19
HAL_10924,2016/5/3,137,130,97,23,74,21
HAL_11073,2017/1/23,110,184,108,17,78,12
HAL_11069,2020/1/21,89,162,88,11,78,15
HAL_11092,2012/4/18,135,162,97,30,62,8
HAL_11059,2017/7/24,86,168,74,9,67,9
HAL_11090,2012/10/17,73,182,82,26,69,11
HAL_11074,2017/4/24,75,147,85,9,59,11
HAL_11067,2019/7/22,75,164,78,6,52,11
HAL_11087,2013/7/22,69,214,98,31,60,14
HAL_11061,2018/1/22,75,197,85,5,55,13
HAL_11066,2019/4/22,80,184,84,6,85,11
HAL_10917,2014/7/21,75,170,108,13,41,14
HAL_10923,2016/1/25,141,166,105,27,58,18
HAL_11071,2016/7/20,139,165,101,14,87,12
HAL_11060,2017/10/23,67,158,79,7,54,13
HAL_11068,2019/10/21,73,163,81,9,53,13
HAL_11088,2013/4/22,78,179,97,47,59,11
HAL_10920,2015/4/20,150,139,92,10,80,12
HAL_11062,2018/4/23,80,188,93,22,58,10
HAS_11028,2018/4/23,130,188,90,6,47,5
HAS_10875,2015/7/20,73,143,65,0,53,6
HAS_11103,2014/10/20,90,188,66,5,43,7
HAS_11033,2019/7/23,87,179,65,4,43,5
HAS_11031,2019/2/8,156,254,85,5,52,14
HAS_11029,2018/7/23,147,233,92,3,56,11
HAS_10878,2016/4/18,82,175,52,3,45,5
HAS_11032,2019/4/23,67,194,52,1,26,5
HAS_10880,2016/10/17,69,203,61,1,26,3
HAS_10717,2012/4/23,92,191,77,10,45,3
HAS_10719,2012/10/22,90,174,68,1,25,4
HAS_11027,2018/2/7,131,294,90,10,59,8
HAS_11035,2020/2/11,99,229,67,6,41,15
HAS_11030,2018/10/22,146,249,76,6,57,16
HAS_10876,2015/10/19,93,160,59,9,36,5
HAS_10723,2013/10/21,78,170,44,4,17,3
HAS_10874,2015/4/20,81,203,57,5,35,6
HAS_10721,2013/4/22,92,148,69,1,41,8
HAS_11105,2014/4/21,80,108,38,1,37,3
HAS_10879,2016/7/19,64,167,50,0,38,5
HAS_11104,2014/7/21,94,156,40,4,38,9
HAS_11102,2015/2/9,84,220,77,4,55,11
HAS_10882,2017/4/24,69,173,43,2,43,7
HAS_11026,2017/10/23,108,183,65,3,48,3
HAS_11034,2019/10/22,129,160,76,7,46,11
HAS_10716,2012/2/6,94,283,76,0,48,5
HAS_10877,2016/2/8,83,144,65,2,32,8
HAS_10883,2017/7/24,87,141,45,1,32,8
HAS_10720,2013/2/7,79,155,59,0,30,4
HBAN_11534,2019/1/24,74,138,97,0,37,15
HBAN_11533,2018/10/23,65,96,83,0,36,8
HBAN_11466,2017/7/21,60,177,84,2,44,9
HBAN_11411,2012/4/18,99,169,86,15,40,9
HBAN_11464,2017/1/25,69,113,83,3,52,12
HBAN_11468,2018/1/23,83,160,84,2,28,8
HBAN_11461,2016/4/20,112,143,73,7,42,9
HBAN_11532,2018/7/25,75,124,59,1,40,11
HBAN_11604,2013/7/18,87,120,65,5,41,10
HBAN_11597,2015/4/22,78,128,74,0,28,16
HBAN_11598,2015/1/22,57,160,63,3,39,14
HBAN_11602,2014/1/16,90,97,59,2,38,14
HBAN_11603,2013/10/17,101,118,75,10,45,17
HBAN_11537,2019/10/24,119,145,86,0,29,9
HBAN_11606,2013/1/17,72,112,62,8,35,8
HBAN_11467,2017/10/25,95,160,79,2,36,18
HBAN_11413,2012/10/18,92,123,72,8,31,8
HBAN_11536,2019/7/25,82,160,95,1,35,8
HBAN_11415,2015/10/22,103,162,100,9,37,13
HBAN_11410,2012/1/19,121,132,78,11,42,10
HBAN_11600,2014/7/17,73,133,65,1,41,14
HBAN_11462,2016/7/21,76,106,64,3,31,7
HBAN_11463,2016/10/26,55,91,58,1,26,15
HBAN_11601,2014/4/16,77,108,65,11,34,14
HBAN_11414,2015/7/23,56,124,59,1,38,12
HBAN_11412,2012/7/19,101,116,80,6,25,10
HBAN_11531,2018/4/24,67,120,79,1,33,4
HBAN_11538,2020/1/23,67,79,72,0,24,6
HBAN_11465,2017/4/19,99,118,69,3,33,9
HBI_11081,2018/5/1,69,116,58,3,19,5
HBI_11079,2018/11/1,75,177,62,1,24,1
HBI_10911,2014/10/29,63,180,86,3,23,3
HBI_10909,2014/4/24,49,139,62,1,27,6
HBI_11057,2016/10/27,88,121,57,0,32,1
HBI_11058,2017/2/2,111,105,65,3,21,3
HBI_10910,2014/7/23,42,131,63,0,39,4
HBI_10771,2013/4/23,68,178,97,3,36,3
HBI_10907,2013/10/30,68,159,68,2,31,0
HBI_11070,2020/2/7,97,122,63,0,19,2
HBI_10906,2013/7/30,64,150,80,1,49,1
HBI_10769,2012/10/23,76,198,62,0,44,4
HBI_11055,2016/4/21,51,98,42,0,39,2
HBI_10913,2015/4/23,52,139,79,4,30,1
HBI_10908,2014/1/29,43,173,75,0,36,4
HBI_11076,2019/8/1,79,163,89,0,20,0
HBI_11078,2019/2/7,76,111,76,2,40,2
HBI_10914,2015/7/30,63,141,91,3,47,2
HBI_10770,2013/2/5,78,196,96,3,47,5
HBI_11080,2018/8/1,86,199,61,12,26,9
HBI_11085,2017/5/2,88,181,83,1,28,5
HBI_11054,2016/2/4,107,165,91,2,54,6
HBI_11075,2019/10/31,60,135,68,2,28,1
HBI_11084,2017/8/1,80,160,77,0,38,4
HBI_11077,2019/5/2,64,129,65,0,17,1
HBI_10767,2012/2/15,109,111,112,3,59,5
HBI_10915,2015/10/28,44,139,70,1,30,1
HBI_11083,2017/11/1,80,91,66,2,20,1
HCA_10714,2013/2/5,74,96,96,67,43,3
HCA_10711,2012/5/3,76,109,68,75,33,6
HCA_10710,2012/2/6,82,137,82,82,34,5
HCA_10865,2015/2/3,70,139,132,58,47,9
HCA_10712,2012/8/6,91,99,84,59,19,4
HCA_10872,2016/10/27,88,135,98,67,38,5
HCA_10859,2013/8/1,59,124,79,59,46,5
HCA_10861,2014/2/4,86,91,135,59,40,6
HCA_10873,2017/1/31,74,113,120,54,45,10
HCA_11019,2018/5/1,86,98,89,63,20,3
HCA_11024,2019/10/29,63,152,73,34,37,3
HCA_10869,2016/1/28,89,164,98,60,28,5
HCA_11015,2017/5/2,69,82,75,58,32,5
HCA_11023,2019/7/30,67,109,80,55,71,4
HCA_10862,2014/4/29,85,88,86,64,40,5
HCA_11020,2018/7/25,78,136,87,41,36,7
HCA_11017,2017/10/31,87,105,92,56,47,10
HCA_11022,2019/4/30,70,171,89,45,28,7
HCA_10866,2015/5/5,49,136,93,69,47,7
HCA_10860,2013/11/5,70,121,79,56,54,4
HCA_10868,2015/10/28,114,93,105,64,73,4
HCA_11018,2018/1/30,49,144,93,57,41,8
HCA_10715,2013/5/2,72,82,100,79,30,8
HCA_10870,2016/5/3,56,72,64,63,22,6
HCA_11016,2017/7/25,102,118,60,68,27,3
HCA_11021,2018/10/30,72,114,78,36,36,7
HCA_10867,2015/8/5,69,124,98,58,41,3
HES_10972,2019/8/1,59,89,91,8,38,6
HES_10518,2012/1/25,108,104,93,7,55,19
HES_10971,2019/4/25,32,69,68,8,50,6
HES_11114,2016/1/27,82,152,112,13,67,29
HES_10451,2013/10/30,54,70,65,6,52,2
HES_10658,2014/4/30,70,79,84,10,65,6
HES_10521,2012/11/2,72,81,85,3,55,9
HES_10520,2012/7/25,58,96,107,1,84,17
HES_10968,2018/7/25,55,135,103,10,82,7
HES_10818,2017/1/25,90,157,95,6,95,18
HES_10523,2013/4/24,76,91,64,9,55,8
HES_10660,2014/10/29,57,72,66,3,41,6
HES_10524,2013/7/31,73,77,81,10,71,7
HES_10452,2014/1/29,68,89,78,16,46,4
HES_10974,2020/1/29,64,88,101,12,54,7
HES_10522,2013/1/30,58,92,58,3,55,9
HES_11115,2015/10/28,63,112,82,4,53,10
HES_10816,2016/7/27,91,141,68,20,71,12
HES_10970,2019/1/30,45,73,79,11,53,6
HES_10817,2016/10/26,79,123,109,7,67,14
HES_10815,2016/4/27,84,128,98,6,49,13
HES_10823,2018/4/25,69,119,121,12,57,14
HES_10661,2015/1/28,84,137,112,12,52,7
HES_10819,2017/4/26,78,151,94,3,68,12
HES_10969,2018/10/31,49,75,93,12,45,10
HES_10822,2018/2/5,74,113,97,17,76,10
HES_10659,2014/7/30,61,74,69,4,42,4
HES_10519,2012/4/25,63,56,65,2,39,10
HES_10820,2017/7/26,66,155,119,8,63,13
HIG_11043,2019/11/5,123,219,87,20,50,9
HIG_10733,2012/11/2,133,154,90,35,47,8
HIG_10737,2013/10/29,133,206,95,35,37,6
HIG_10891,2017/2/3,152,161,84,17,54,10
HIG_10741,2014/10/28,105,221,81,17,41,12
HIG_10889,2016/10/28,102,183,48,15,43,11
HIG_10886,2016/2/5,125,197,100,21,44,15
HIG_10731,2012/5/3,104,224,71,23,59,13
HIG_11041,2019/5/2,124,204,93,15,68,13
HIG_10885,2015/10/27,172,148,105,30,49,13
HIG_10730,2012/2/8,147,186,92,18,41,9
HIG_10894,2017/10/27,142,217,92,14,38,11
HIG_10736,2013/7/30,132,244,108,42,42,10
HIG_10738,2014/2/4,132,235,129,29,57,9
HIG_11042,2019/8/2,158,175,78,24,31,6
HIG_10740,2014/7/31,113,217,101,34,55,9
HIG_10893,2017/7/28,146,203,75,18,44,8
HIG_11037,2018/4/27,104,217,75,14,59,11
HIG_10732,2012/8/2,127,154,89,26,44,5
HIG_10734,2013/2/5,161,294,133,41,68,12
HIG_10743,2015/4/28,110,217,75,25,55,11
HIG_11040,2019/2/5,148,219,83,15,39,13
HIG_11036,2018/2/9,128,244,76,18,48,9
HIG_11044,2020/2/4,164,208,86,28,43,24
HIG_10884,2015/7/28,96,265,91,21,50,13
HIG_10892,2017/4/28,131,192,63,27,27,6
HIG_10742,2015/2/3,115,224,87,21,44,11
HLT_10803,2014/8/1,57,229,93,6,55,7
HLT_10801,2014/2/27,51,226,100,3,65,8
HLT_10954,2019/2/13,77,172,96,3,60,8
HLT_10804,2014/10/31,60,185,63,5,57,5
HLT_10807,2015/7/29,103,227,104,7,67,9
HLT_10942,2016/2/26,108,232,94,5,99,11
HLT_10952,2018/7/25,74,201,92,10,67,9
HLT_10802,2014/5/9,52,173,67,4,48,9
HLT_10943,2016/4/27,115,219,118,1,72,10
HLT_10805,2015/2/18,78,242,112,3,57,16
HLT_10944,2016/7/27,94,121,86,3,58,6
HLT_10806,2015/4/29,95,293,137,11,79,14
HLT_10947,2017/5/2,76,216,102,11,53,10
HLT_10949,2017/10/26,76,194,70,1,76,8
HLT_10946,2017/2/15,111,206,113,5,43,8
HLT_10941,2015/10/28,107,208,147,8,70,7
HLT_10951,2018/4/26,75,195,92,6,66,8
HLT_10950,2018/2/14,88,185,102,10,61,4
HLT_10953,2018/10/24,87,197,90,4,81,7
HLT_10956,2019/7/24,72,211,89,3,71,11
HLT_10948,2017/7/26,109,211,121,8,54,10
HLT_10955,2019/5/2,77,219,72,3,73,6
HOG_10754,2014/7/22,120,156,97,2,47,7
HOG_10750,2013/7/25,123,146,70,3,40,3
HOG_10902,2017/1/31,94,182,79,0,44,18
HOG_10755,2014/10/21,111,156,77,0,46,13
HOG_11047,2018/7/24,90,169,87,5,54,7
HOG_10899,2016/4/19,124,172,56,3,45,4
HOG_11052,2019/10/22,102,148,71,3,43,14
HOG_10897,2015/10/20,136,197,70,2,46,14
HOG_10748,2013/1/29,110,155,68,7,39,6
HOG_10752,2014/1/30,98,163,73,3,37,5
HOG_10895,2015/4/21,142,165,82,0,53,9
HOG_11048,2018/10/23,116,172,54,7,70,15
HOG_10747,2012/10/23,137,138,64,5,56,10
HOG_10896,2015/7/24,123,198,79,6,66,11
HOG_10756,2015/1/29,90,154,62,4,39,6
HOG_11045,2018/1/30,113,166,67,9,61,11
HOG_11046,2018/4/24,138,211,76,4,53,12
HOG_10746,2012/8/1,121,148,61,4,51,7
HOG_10903,2017/4/18,116,169,76,3,53,20
HOG_10744,2012/1/24,136,175,83,6,45,20
HOG_10751,2013/10/22,106,123,69,1,45,4
HOG_10901,2016/10/18,122,151,62,3,45,7
HOG_10753,2014/4/22,102,169,57,1,57,5
HOG_11053,2020/1/28,141,164,58,0,38,21
HOG_11049,2019/1/29,128,147,57,2,45,9
HOG_10905,2017/10/17,147,193,64,9,51,13
HOG_10900,2016/7/28,126,165,59,1,35,10
HOG_11050,2019/4/23,124,159,69,5,44,11
HOG_10745,2012/4/25,95,167,75,6,47,9
HOLX_10790,2014/11/5,74,150,71,3,62,9
HOLX_10791,2015/1/28,69,209,86,8,43,3
HOLX_10449,2017/8/2,107,192,69,10,53,8
HOLX_10932,2018/2/8,93,206,80,9,43,5
HOLX_10795,2016/1/27,75,245,95,7,74,4
HOLX_10796,2016/4/27,110,230,91,9,61,7
HOLX_10940,2020/1/29,94,145,55,4,44,1
HOLX_10935,2018/11/7,104,176,100,14,44,2
HOLX_10653,2013/5/6,131,178,107,8,55,11
HOLX_10936,2019/1/30,75,172,75,12,27,6
HOLX_10933,2018/5/2,104,194,67,1,47,4
HOLX_10650,2012/7/30,104,129,115,6,66,18
HOLX_10657,2014/4/30,92,183,96,6,97,8
HOLX_10450,2014/7/30,88,185,88,10,58,12
HOLX_10646,2012/1/30,68,175,105,5,67,4
HOLX_10938,2019/7/31,74,193,65,6,41,4
HOLX_10931,2017/11/8,102,189,96,6,61,4
HOLX_10799,2017/2/1,79,179,93,1,64,7
HOLX_10648,2012/4/30,50,156,78,6,77,9
HOLX_10793,2015/7/29,80,236,109,4,68,10
HOLX_10939,2019/11/6,76,169,67,3,55,6
HOLX_10652,2013/2/4,89,161,107,7,47,14
HOLX_10797,2016/7/27,84,225,77,6,53,3
HOLX_10937,2019/5/1,89,177,72,7,54,2
HOLX_10934,2018/7/31,114,244,120,22,61,8
HOLX_10798,2016/11/2,78,236,102,5,64,4
HOLX_10792,2015/4/29,71,238,93,1,55,2
HOLX_10655,2013/11/11,107,167,95,10,109,31
HOLX_10654,2013/8/5,54,149,88,11,66,9
HON_10469,2012/1/27,90,195,79,6,35,5
HON_10635,2016/4/22,113,206,93,12,43,10
HON_10471,2012/7/18,102,187,76,1,29,7
HON_10637,2016/10/21,128,198,78,6,79,7
HON_10930,2020/1/31,97,215,104,11,43,8
HON_10474,2013/4/19,82,192,83,9,41,1
HON_11128,2015/4/17,135,274,113,4,52,7
HON_10473,2013/1/25,89,211,82,3,26,4
HON_11127,2015/7/17,90,259,60,2,51,8
HON_10927,2019/4/18,90,215,104,7,38,10
HON_10789,2018/7/20,62,237,75,9,48,7
HON_11133,2014/1/24,64,222,73,5,63,4
HON_10786,2017/10/20,95,241,65,5,69,12
HON_10472,2012/10/19,107,178,89,2,53,5
HON_11129,2015/1/23,108,234,99,12,48,5
HON_11131,2014/7/18,78,205,70,5,27,4
HON_10640,2017/7/21,92,212,80,3,54,4
HON_11163,2013/7/19,84,205,82,2,39,1
HON_10639,2017/4/21,73,200,74,3,38,1
HON_10926,2019/2/1,100,277,108,3,69,16
HON_10929,2019/10/17,77,223,80,6,48,5
HON_10470,2012/4/20,96,204,85,5,29,1
HON_10925,2018/10/19,74,231,120,20,51,11
HON_11130,2014/10/17,91,247,97,9,60,4
HON_10787,2018/1/26,75,226,79,21,61,12
HON_10788,2018/4/20,54,206,80,7,52,10
HON_10638,2017/1/27,131,225,95,3,80,18
HON_10928,2019/7/18,107,207,110,9,35,12
HON_10636,2016/7/22,101,269,81,2,62,3
HP_10702,2013/4/25,73,103,79,29,26,5
HP_10700,2012/11/15,45,87,79,21,29,5
HP_10707,2014/7/31,44,118,75,34,31,6
HP_10704,2013/11/14,68,115,95,38,25,11
HP_10853,2016/1/28,155,138,114,27,44,11
HP_10857,2017/1/26,119,124,119,45,38,9
HP_11014,2020/2/4,66,149,96,51,55,4
HP_11011,2019/4/25,73,106,99,26,45,10
HP_10697,2012/1/31,81,90,104,38,44,6
HP_11005,2017/11/16,65,136,107,45,26,15
HP_10698,2012/4/26,47,62,76,38,47,9
HP_11009,2018/11/16,70,110,99,28,23,20
HP_11010,2019/1/30,73,108,103,31,49,2
HP_11006,2018/1/25,64,139,107,36,26,17
HP_10706,2014/4/24,48,97,113,47,34,11
HP_11004,2017/7/27,67,138,107,40,26,12
HP_10850,2015/4/23,133,115,114,35,39,7
HP_11012,2019/7/25,67,110,103,21,40,14
HP_10856,2016/11/17,91,115,115,47,22,18
HP_10703,2013/7/26,88,146,89,26,24,12
HP_10858,2017/4/27,70,98,96,36,25,13
HP_10852,2015/11/12,117,96,101,48,39,11
HP_10699,2012/7/27,83,57,83,34,28,4
HP_11008,2018/7/26,64,133,103,39,23,13
HP_11007,2018/4/26,59,160,96,43,27,7
HP_10705,2014/1/30,69,156,92,44,41,9
HP_10854,2016/5/2,131,121,119,37,28,10
HP_10849,2015/1/29,124,92,136,52,28,13
HP_10855,2016/7/28,94,102,97,38,34,12
HPE_10964,2019/2/21,65,188,52,2,56,4
HPE_10967,2019/11/25,72,196,58,7,66,10
HPE_10808,2016/3/4,113,214,89,16,46,16
HPE_10965,2019/5/23,83,170,66,3,47,9
HPE_10813,2017/5/31,109,145,65,2,51,14
HPE_10810,2016/9/7,83,216,62,7,90,4
HPE_10812,2017/2/23,128,161,79,4,65,11
HPE_10966,2019/8/27,63,163,52,8,68,5
HPE_10961,2018/5/22,57,213,53,6,66,6
HPE_10962,2018/8/28,46,187,56,0,51,8
HPE_10960,2018/2/22,75,198,61,3,69,12
HPE_10959,2017/11/21,94,167,70,1,70,8
HPE_10963,2018/12/5,64,181,41,8,54,10
HPE_10814,2017/9/5,96,233,78,2,62,18
HRB_3449,2016/6/9,117,133,62,7,79,19
HRB_3451,2016/12/7,128,151,84,11,156,14
HRB_3442,2014/3/6,76,109,76,22,49,14
HRB_3557,2018/6/12,58,167,48,15,52,13
HRB_3441,2013/9/3,54,70,67,52,60,14
HRB_3339,2012/9/5,59,81,66,27,30,12
HRB_3554,2017/8/29,54,95,50,9,34,9
HRB_3444,2014/9/3,56,78,75,23,57,9
HRB_3562,2019/8/28,60,131,66,1,40,6
HRB_3446,2015/6/9,143,150,116,39,58,21
HRB_3448,2016/3/4,158,136,90,11,40,17
HRB_3443,2014/6/11,96,172,71,24,63,12
HRB_3553,2017/6/13,90,224,64,10,61,14
HRB_3439,2013/3/7,113,104,77,28,39,6
HRB_3558,2018/8/28,63,105,65,2,52,6
HRB_3445,2015/3/5,186,99,87,28,48,21
HRB_3556,2018/3/6,32,93,43,12,26,3
HRB_3450,2016/8/30,63,49,37,11,42,5
HRB_3337,2012/3/7,88,134,74,23,25,20
HRB_3555,2017/12/6,47,149,68,12,75,15
HRB_3440,2013/6/12,139,165,96,66,71,22
HRB_3438,2012/12/6,169,467,207,53,190,39
HRB_3559,2018/12/6,60,108,59,5,86,7
HRB_3563,2019/12/4,44,126,56,10,49,6
HRB_3561,2019/6/11,69,206,77,7,56,5
HRB_3560,2019/3/7,84,167,60,5,36,5
HRL_11482,2014/11/25,55,115,59,6,57,3
HRL_11485,2015/8/19,57,91,50,3,23,4
HRL_11562,2017/5/25,101,120,89,1,54,4
HRL_11483,2015/2/19,43,127,32,2,34,2
HRL_11481,2014/8/21,66,92,52,3,32,2
HRL_11567,2018/8/23,95,137,83,12,32,7
HRL_11918,2012/2/23,82,99,67,1,44,0
HRL_11561,2017/2/23,106,162,61,3,50,6
HRL_11568,2018/11/20,93,126,65,5,77,6
HRL_11560,2016/11/22,69,151,56,3,61,1
HRL_11572,2019/11/26,103,170,72,2,42,3
HRL_11922,2013/2/21,60,77,61,4,38,4
HRL_11487,2016/2/16,39,211,46,4,35,2
HRL_11563,2017/8/24,120,118,79,5,67,8
HRL_11921,2012/11/20,60,93,47,4,32,3
HRL_11564,2017/11/21,99,163,99,0,73,7
HRL_11480,2014/5/21,63,80,61,7,50,4
HRL_11924,2013/8/22,60,101,71,2,46,3
HRL_11571,2019/8/22,77,130,72,0,38,8
HRL_11566,2018/5/24,110,124,65,6,55,3
HRL_11484,2015/5/20,64,107,57,3,28,6
HRL_11478,2013/11/26,75,124,58,5,37,2
HRL_11920,2012/8/23,67,111,79,6,39,3
HRL_11919,2012/5/23,75,101,74,1,45,7
HRL_11486,2015/11/24,55,126,50,7,46,12
HRL_11489,2016/8/18,76,123,61,2,50,4
HRL_11570,2019/5/23,156,155,105,6,64,10
HRL_11479,2014/2/20,53,100,61,4,44,3
HRL_11488,2016/5/18,71,129,51,4,74,3
HSIC_10686,2012/5/8,88,238,114,5,30,10
HSIC_10998,2018/11/6,69,194,90,10,56,8
HSIC_10846,2016/8/4,94,178,105,3,39,14
HSIC_11000,2019/5/7,58,174,99,2,38,7
HSIC_10690,2013/5/7,69,138,99,1,31,8
HSIC_10845,2016/5/3,53,187,82,1,41,7
HSIC_10837,2014/5/6,67,162,95,3,39,6
HSIC_10692,2013/11/5,52,154,108,8,36,10
HSIC_10996,2018/5/8,72,202,103,4,66,13
HSIC_10999,2019/2/20,84,184,98,7,58,8
HSIC_10843,2015/11/4,79,150,101,2,33,13
HSIC_10838,2014/8/4,49,206,71,2,36,19
HSIC_11003,2020/2/20,86,190,95,4,56,6
HSIC_10836,2014/2/11,56,196,83,2,65,7
HSIC_10839,2014/11/6,67,222,83,3,73,7
HSIC_10689,2013/2/13,71,159,103,3,44,20
HSIC_10995,2018/2/20,128,178,101,28,40,8
HSIC_10994,2017/11/6,100,180,91,26,44,17
HSIC_10688,2012/11/7,70,180,89,4,65,8
HSIC_10685,2012/2/15,74,196,125,5,62,8
HSIC_11002,2019/11/5,89,173,102,20,63,7
HSIC_10691,2013/8/6,79,213,82,1,54,2
HSIC_10842,2015/7/29,82,203,79,0,55,9
HSIC_10991,2017/2/21,67,165,106,2,50,16
HSIC_10847,2016/11/2,64,160,93,3,41,6
HSIC_11001,2019/8/6,79,153,98,4,45,7
HSIC_10997,2018/8/6,72,254,91,10,61,12
HSIC_10841,2015/5/4,65,170,87,2,36,8
HSIC_10687,2012/8/2,103,249,122,11,75,8
HST_11553,2018/8/8,70,170,98,8,40,8
HST_11591,2015/10/29,128,185,126,9,61,7
HST_11941,2014/5/1,79,197,94,6,58,7
HST_11934,2012/7/17,87,174,134,12,64,13
